Category,Language,Aspect_Adj,Count
Professor,German,arbeitsbedingung___eigenständig,1
Professor,German,arbeitsbedingung___eindeutig,1
PostDoc,German,uhr___informiert,1
Professor,German,arbeitsbedingung___elementar,1
Professor,German,arbeitsbedingung___empirisch,1
Professor,German,arbeitsbedingung___enorm,1
Professor,German,arbeitsbedingung___enst,1
Professor,German,arbeitsbedingung___entgrenzt,1
Professor,German,arbeitsbedingung___erbittert,1
Professor,German,arbeitsbedingung___erfüllend,1
Professor,German,arbeitsbedingung___ernst,1
Professor,German,arbeitsbedingung___hochschulangestellt,1
Professor,German,arbeitsbedingung___hoffnungsvoll,1
Professor,German,argument___twitter,1
Professor,German,arbeitsbedingung___marode,1
Professor,German,arbeitsbedingung___mindestvertragslaufzeit,1
Professor,German,arbeitsbedingung___mobilisiert,1
Professor,German,arbeitsbedingung___modern,1
PostDoc,German,uhr___daueraufgab,1
Professor,German,arbeitsbedingung___nichtakademisch,1
Professor,German,arbeitsbedingung___nichtsemest,1
Professor,German,arbeitsbedingung___normal,1
PostDoc,German,uhr___bundesweit,1
Professor,German,arbeitsbedingung___notwendig,1
Professor,German,arbeitsbedingung___nötig,1
PostDoc,German,uhr___brandaktuell,1
Professor,German,arbeitsbedingung___offenbar,1
Professor,German,arbeitsbedingung___optimal,1
Professor,German,arbeitsbedingung___pauschal,1
Professor,German,arbeitsbedingung___perfekt,1
Professor,German,arbeitsbedingung___postgraduat,1
PostDoc,German,uhr___biologisch,1
PostDoc,German,uhr___beruflich,1
Professor,German,arbeitsbedingung___potentiell,1
Professor,German,arbeitsbedingung___problematisch,1
Professor,German,arbeitsbedingung___professoral,1
Professor,German,arbeitsbedingung___professorenschaft,1
PostDoc,German,uhr___bereit,1
Professor,German,arbeitsbedingung___projektförmig,1
Professor,German,arbeitsbedingung___projektstell,1
PostDoc,German,uhr___befristet,1
Professor,German,arbeitsbedingung___protestierend,1
Professor,German,arbeitsbedingung___maximal,1
Professor,German,arbeitsbedingung___mangelnd,1
Professor,German,arbeitsbedingung___human,1
Professor,German,arbeitsbedingung___lusig,1
PostDoc,German,uhr___erfahren,1
Professor,German,arbeitsbedingung___höchstwahrscheinlich,1
Professor,German,arbeitsbedingung___ideal,1
Professor,German,arbeitsbedingung___indirekt,1
Professor,German,arbeitsbedingung___interessant,1
Professor,German,arbeitsbedingung___interessiert,1
Professor,German,arbeitsbedingung___irreführend,1
Professor,German,arbeitsbedingung___irrelevant,1
PostDoc,German,uhr___erbarmungslos,1
Professor,German,arbeitsbedingung___karriereend,1
PostDoc,German,uhr___entfristungsperspektiv,1
PostDoc,German,uhr___echt,1
Professor,German,arbeitsbedingung___kinnladen,1
Professor,German,arbeitsbedingung___klaglos,1
Professor,German,arbeitsbedingung___klar,1
Professor,German,arbeitsbedingung___knapp,1
Professor,German,arbeitsbedingung___kreativ,1
Professor,German,arbeitsbedingung___kurzzeitverträg,1
Professor,German,arbeitsbedingung___kässpätzl,1
Professor,German,arbeitsbedingung___kästn,1
Professor,German,arbeitsbedingung___langjährig,1
Professor,German,arbeitsbedingung___laufend,1
Professor,German,arbeitsbedingung___laut,1
Professor,German,arbeitsbedingung___lessenich,1
PostDoc,German,uhr___deutlich,1
Professor,German,arbeitsbedingung___linear,1
Professor,German,arbeitsbedingung___lose,1
Professor,German,arbeitsbedingung___bölker,1
PostDoc,German,uhr___live,1
PostDoc,German,uhr___moderiert,1
Professor,German,arbeit___verteilt,1
Professor,German,arbeit___verwaltungsmitarbeitend,1
Professor,German,arbeit___verwerflich,1
Professor,German,arbeit___vglbar,1
Professor,German,arbeit___vglsweis,1
Professor,German,arbeit___viral,1
Professor,German,arbeit___vollkommen,1
PostDoc,German,un___banal,1
Professor,German,arbeit___vollzeitstell,1
PostDoc,German,un___ausgebildet,1
PostDoc,German,un___arbeitnehmerrecht,1
PostDoc,German,un___anlaufstell,1
PostDoc,German,un___angestellt,1
Professor,German,arbeit___vorhanden,1
Professor,German,arbeit___wach,1
Professor,German,arbeit___wehend,1
Professor,German,arbeit___weiblich,1
Professor,German,arbeit___weisungsgebunden,1
Professor,German,arbeit___weiß,1
Professor,German,arbeit___wert,1
PostDoc,German,un___amerikanisch,1
Professor,German,arbeit___wertschätzt,1
PostDoc,German,un___alternativ,1
PostDoc,German,un___alt,1
Professor,German,arbeit___wissenschaftspolitisch,1
Professor,German,arbeit___wohlgemeint,1
Professor,German,arbeit___wunderbar,1
Professor,German,arbeit___wurstig,1
PostDoc,German,un___befristungen,1
Professor,German,arbeit___vernünftig,1
PostDoc,German,uhr___morgig,1
Professor,German,arbeit___vermeintlich,1
PostDoc,German,un___delegiert,1
Professor,German,arbeit___unglaublich,1
Professor,German,arbeit___ungläubig,1
Professor,German,arbeit___universtär,1
Professor,German,arbeit___unklar,1
Professor,German,arbeit___unmengen,1
Professor,German,arbeit___unnötig,1
PostDoc,German,un___dauerhaft,1
Professor,German,arbeit___unplausibel,1
Professor,German,arbeit___unrealistisch,1
PostDoc,German,un___chronisch,1
Professor,German,arbeit___unstrittig,1
Professor,German,arbeit___unterbesetzt,1
Professor,German,arbeit___ununterbrochen,1
Professor,German,arbeit___unverzichtbar,1
Professor,German,arbeit___unwählbar,1
PostDoc,German,un___chauvinistisch,1
PostDoc,German,un___bezahlt,1
PostDoc,German,un___betroffen,1
Professor,German,arbeit___verantwortungsbewusst,1
PostDoc,German,un___beteiligt,1
Professor,German,arbeit___verbunden,1
Professor,German,arbeit___vereinbart,1
Professor,German,arbeit___verlinken,1
PostDoc,German,un___beschämend,1
Professor,German,arbeit___vermehrt,1
PostDoc,German,un___befristungsverbot,1
Professor,German,arbeit___wünschenswert,1
PostDoc,German,un___aktuell,1
Professor,German,arbeit___zahllos,1
Professor,German,arbeit___zeitintensiv,1
PostDoc,German,uhr___verbunden,1
Professor,German,arbeitsbedingung___attraktiv,1
Professor,German,arbeitsbedingung___ausführlich,1
PostDoc,German,uhr___unbezahlt,1
Professor,German,arbeitsbedingung___ausgebildet,1
Professor,German,arbeitsbedingung___ausgiebig,1
Professor,German,arbeitsbedingung___ausreichend,1
Professor,German,arbeitsbedingung___ausschließend,1
Professor,German,arbeitsbedingung___aussetzern,1
Professor,German,arbeitsbedingung___außeruniversitär,1
PostDoc,German,uhr___südlich,1
PostDoc,German,uhr___studentisch,1
Professor,German,arbeitsbedingung___belastend,1
Professor,German,arbeitsbedingung___bequem,1
Professor,German,arbeitsbedingung___berufen,1
PostDoc,German,uhr___stieftocht,1
PostDoc,German,uhr___spontan,1
Professor,German,arbeitsbedingung___bestmöglich,1
PostDoc,German,uhr___sicher,1
PostDoc,German,uhr___schwarz,1
PostDoc,German,uhr___schuld,1
Professor,German,arbeitsbedingung___bezahlt,1
PostDoc,German,uhr___promoviert,1
Professor,German,arbeitsbedingung___billigend,1
PostDoc,German,uhr___nächst,1
PostDoc,German,uhr___nutzlos,1
Professor,German,arbeitsbedingung___breit,1
Professor,German,arbeitsbedingung___anständig,1
Professor,German,arbeitsbedingung___anregend,1
PostDoc,German,uhr___verpasst,1
PostDoc,German,uhr___überzeugt,1
Professor,German,arbeit___zeitlich,1
PostDoc,German,un___akademisch,1
Professor,German,arbeit___zig,1
Professor,German,arbeit___zotig,1
Professor,German,arbeit___zukunftsfähig,1
Professor,German,arbeit___zukünftig,1
PostDoc,German,un___absolut,1
Professor,German,arbeit___zwangsläufig,1
Professor,German,arbeit___zweit,1
Professor,German,arbeit___zwischenfazit,1
Professor,German,arbeit___zynisch,1
PostDoc,German,un___abschlussarbeit,1
PostDoc,German,uhr___öffentlich,1
Professor,German,arbeitsbedingung___anfallend,1
PostDoc,German,uhr___zufällig,1
Professor,German,arbeit___überbordend,1
Professor,German,arbeit___überfällig,1
Professor,German,arbeit___überwiegend,1
Professor,German,arbeit___überwältigend,1
PostDoc,German,uhr___wissenschaftlich,1
Professor,German,arbeit___übrig,1
Professor,German,arbeit___übriggeblieben,1
Professor,German,arbeitsbedingung___akademisierend,1
PostDoc,German,uhr___vorgesehen,1
Professor,German,arbeitsbedingung___alt,1
Professor,German,arbeitsbedingung___anekdotisch,1
Professor,German,arbeitsbedingung___punkt,1
Professor,German,arbeitsbedingung___rasch,1
Professor,German,arbeitsbedingung___rechtfertigungsbedürftig,1
Professor,German,argument___gerecht,1
Professor,German,argument___gesamtkontext,1
Professor,German,argument___gespannt,1
Professor,German,argument___gestrig,1
Professor,German,argument___geäußert,1
PostDoc,German,tweet___verdeckt,1
Professor,German,argument___großzügig,1
PostDoc,German,tweet___vaterschaft,1
PostDoc,German,tweet___unterbewertet,1
Professor,German,argument___hamburger,1
Professor,German,argument___handwerklich,1
Professor,German,argument___hinfällig,1
Professor,German,argument___ignorant,1
Professor,German,argument___interessieren,1
PostDoc,German,tweet___unglaublich,1
Professor,German,argument___international,1
PostDoc,German,tweet___unfair,1
PostDoc,German,tweet___unerwünscht,1
PostDoc,German,tweet___unermüdlich,1
Professor,German,argument___kommentarlos,1
Professor,German,argument___kommunikativ,1
PostDoc,German,tweet___unbelegt,1
Professor,German,argument___kundig,1
PostDoc,German,tweet___unangetastet,1
PostDoc,German,tweet___unabdingbar,1
PostDoc,German,tweet___umfänglich,1
Professor,German,argument___langfristig,1
Professor,German,argument___leid,1
Professor,German,argument___gesamt,1
Professor,German,argument___genutzt,1
Professor,German,argument___entfristet,1
Professor,German,argument___gemeinsam,1
Professor,German,argument___entscheidend,1
Professor,German,argument___enttäuschend,1
Professor,German,argument___ernst,1
Professor,German,argument___ernstgenommen,1
Professor,German,argument___ernsthaft,1
PostDoc,German,tweet___verdienstvoll,1
Professor,German,argument___erstaunlich,1
Professor,German,argument___erstaunt,1
Professor,German,argument___ertragen,1
Professor,German,argument___existierend,1
Professor,German,argument___exzellent,1
Professor,German,argument___fehlerhaft,1
Professor,German,argument___fest,1
Professor,German,argument___folgenreich,1
Professor,German,argument___formal,1
Professor,German,argument___forschend,1
Professor,German,argument___fragwürdig,1
Professor,German,argument___freiwillig,1
Professor,German,argument___fremd,1
Professor,German,argument___frustrierend,1
Professor,German,argument___früh,1
Professor,German,argument___gefährlich,1
Professor,German,argument___gegenseitig,1
Professor,German,argument___gegenwärtig,1
Professor,German,argument___geisteswissenschaft,1
Professor,German,argument___gelegenheitsfenst,1
Professor,German,argument___geliefert,1
Professor,German,argument___lesenswert,1
Professor,German,argument___lieb,1
Professor,German,argument___mangelnd,1
Professor,German,argument___mitarbeitend,1
Professor,German,argument___ratlos,1
Professor,German,argument___real,1
Professor,German,argument___realistisch,1
Professor,German,argument___richtig,1
PostDoc,German,tweet___rührend,1
Professor,German,argument___sachlich,1
Professor,German,argument___schick,1
Professor,German,argument___schlecht,1
Professor,German,argument___schlüssig,1
Professor,German,argument___schwach,1
Professor,German,argument___schädlich,1
PostDoc,German,tweet___rechtzeitig,1
Professor,German,argument___selbstständig,1
Professor,German,argument___selbstwidersprüchlich,1
PostDoc,German,tweet___real,1
Professor,German,argument___strittig,1
Professor,German,argument___subjektiv,1
PostDoc,German,tweet___rangehend,1
Professor,German,argument___substanzlos,1
PostDoc,German,tweet___qualitätsmerkmal,1
PostDoc,German,tweet___qualisystem,1
Professor,German,argument___super,1
Professor,German,argument___tapfer,1
Professor,German,argument___temporär,1
Professor,German,argument___tenur,1
Professor,German,argument___tot,1
PostDoc,German,tweet___puuuh,1
PostDoc,German,tweet___schauergeschicht,1
Professor,German,argument___rasch,1
Professor,German,argument___radikal,1
Professor,German,argument___perzentil,1
PostDoc,German,tweet___super,1
Professor,German,argument___nachrückend,1
Professor,German,argument___neoliberal,1
PostDoc,German,tweet___strukturell,1
Professor,German,argument___neutral,1
Professor,German,argument___nordisch,1
PostDoc,German,tweet___spannend,1
Professor,German,argument___nächst,1
Professor,German,argument___nötig,1
PostDoc,German,tweet___sonderlich,1
Professor,German,argument___offen,1
Professor,German,argument___parallel,1
Professor,German,argument___plagiat,1
Professor,German,argument___quatschterminologi,1
Professor,German,argument___plausibel,1
Professor,German,argument___postdocstell,1
Professor,German,argument___privat,1
PostDoc,German,tweet___solidarisch,1
PostDoc,German,tweet___sinnvoll,1
Professor,German,argument___promovierend,1
Professor,German,argument___pseudoargument,1
Professor,German,argument___publikationslist,1
Professor,German,argument___qualifiziert,1
Professor,German,argument___quantitativ,1
PostDoc,German,tweet___schön,1
PostDoc,German,tweet___schlimm,1
Professor,German,argument___enthalten,1
Professor,German,argument___entfrist,1
Professor,German,arbeitsbedingung___reichweitenstark,1
PostDoc,German,tweet___üppig,1
Professor,German,arbeitsbedingung___umfangreich,1
Professor,German,arbeitsbedingung___umfassend,1
Professor,German,arbeitsbedingung___umfänglich,1
Professor,German,arbeitsbedingung___unabhängig,1
PostDoc,German,tweet___übrig,1
Professor,German,arbeitsbedingung___unbelegt,1
Professor,German,arbeitsbedingung___unbezahlt,1
PostDoc,German,tweet___überraschen,1
Professor,German,arbeitsbedingung___unentgeltlich,1
Professor,German,arbeitsbedingung___unethisch,1
PostDoc,German,tweet___österr,1
Professor,German,arbeitsbedingung___unklar,1
Professor,German,arbeitsbedingung___unplausibel,1
Professor,German,arbeitsbedingung___unvermögen,1
PostDoc,German,tweet___zynisch,1
Professor,German,arbeitsbedingung___unzumutbar,1
Professor,German,arbeitsbedingung___vage,1
Professor,German,arbeitsbedingung___vehement,1
Professor,German,arbeitsbedingung___verantwortlich,1
Professor,German,arbeitsbedingung___verbündet,1
Professor,German,arbeitsbedingung___verlässlich,1
Professor,German,arbeitsbedingung___vermeintlich,1
